chi2;p0;p1;b;M11;M22;M12SQ;M22Sign;Re1;Im1;RS1;Re2;Im2;RS2;Re3;Im3;RS3;Re4;Im4;RS4;0.706;0.729;0.752;0.775;0.798;0.821;0.844;0.867;0.890;0.913;0.936;0.959;0.982;1.005;1.028;1.051;1.074;1.097;1.120;1.143;1.166
3.7665658317938653;6.713556105986211;10.147336302397271;-34.2750699886012;-28.457736758167773;-18.239626714152116;530.0767995513235;0;0.0;46.925003567676335;1;0.0;9.035273253567336;4;0.9131692343425388;0.34227203634270087;4;0.9131692343425388;-0.34227203634270087;4;12.135968535799064;19.883002495914848;27.25614468116953;35.093848550721816;43.85849748075872;53.98039111706505;65.96953811602451;80.51297819793429;98.62623898476538;121.96345173494583;153.60494692256447;200.79358501192888;296.0693513434454;241.65166418264158;198.5496568629485;174.727875433951;158.58853590170884;146.51386612414134;136.89382966743153;128.87555356908956;121.95616473695685
13.94395267041968;3.033533835072563;-17.564372915538772;-72.76508335881415;188.7106871982299;138.9028797760852;26186.40415282806;1;0.0;327.53297534456476;3;0.0;50.33439192930903;2;1.203880608701066;0.1868054697522618;4;1.203880608701066;-0.1868054697522618;4;6.51674820747983;11.632152581146638;17.520328319232675;24.885058969164263;34.31638223292306;46.478641522104276;62.19591087628508;82.5473234888872;109.01862444914737;143.7892803314909;190.3829392051452;255.63707327059694;362.43975014733775;230.4985615907591;184.10717838024027;161.03801743174046;146.5077240170072;136.23881847682128;128.42672159357392;122.15480228070237;116.90093576675801
17.42635365834798;-0.02903492550833847;87.44178712869078;-485.5062790331148;5.643496307805583;0.38216316923432303;1.0430824509644843;1;0.0;5.792704960992635;3;0.0;5.423140778519347;2;0.9671066721289078;0.004535316597225229;4;0.9671066721289078;-0.004535316597225229;4;20.43160703701452;29.779981107779946;36.54696530561723;42.55891874802898;48.79284575770008;56.081965737996256;65.33310107022761;77.69850084423248;94.84173656109095;119.51876258533989;157.21305176898247;222.68948530158383;405.49123037786325;334.4746018901127;212.11630205283734;158.980241206269;130.36909136636808;114.12567714532076;105.63859782258362;102.85167624780604;104.7762063261107
14.27586804245389;0.5883043684227114;-16.67263330386389;-98.84957034784134;-33.43327580619218;-31.860733941947647;1082.392300511166;0;0.0;65.55065589770894;1;4.132000636479489;0.5286343444931099;4;4.132000636479489;-0.5286343444931099;4;0.6440520843455382;0.0;4;8.976543017935121;14.878117424809254;20.793718705654097;27.466234845243864;35.37067907161242;44.972054758288095;56.81045772564056;71.57440103068498;90.21150656225814;114.14803840699786;145.83031223337116;190.5552152569731;270.2223167012597;229.99200594054406;198.68113059894267;181.00999078390515;168.73581954716155;159.27186869262846;151.45988912845212;144.6830133524234;138.57597184180275
19.47905167888758;-3.5649642884302852;-10.714631533040361;-9.332501319133167;-611.5943472022476;-441.7097011427993;270342.59155861;0;0.0;1053.4892363446363;1;0.0;168.72888243139408;4;0.9946604569477641;0.37960753056991;4;0.9946604569477641;-0.37960753056991;4;10.91173669758574;18.446379958992836;26.007033298509324;34.32142790064935;43.806389029620675;54.858101608237206;67.94519849184148;83.6886654458666;102.98391737915826;127.24559222716208;159.01531107306926;204.0205417797606;286.5623935394127;224.2544821475774;189.53985816266814;172.17017793849658;161.6490063688111;154.7622368160456;150.0976806915102;146.91421997794163;144.77772405169057
28.85995175169253;80.19702255544368;-42.86867062346922;91.65701988335523;-121.07336509713421;-13.829906892471062;1697.3211707984603;0;0.0;135.0707782332562;1;0.0;107.02771353789484;4;0.9720669213368215;0.015658174486085214;4;0.9720669213368215;-0.015658174486085214;4;15.147130688003898;24.61681007003743;33.27738050196722;42.00683086490302;51.177152804298785;61.0698995937636;71.99817252208608;84.40609090546911;99.03580956647211;117.32369147907315;142.6108908784363;185.471690234035;324.81256006612676;278.2977405120143;197.37538970013458;166.0229436405908;151.86184835209374;146.15806267469864;145.45542393911245;148.08709984834235;153.1410434780806
9.86324053582297;-6.5354514433640505;-50.83076879698059;-118.67599717124263;5.700911651330642;0.3912780654087839;1.319592151839914;1;0.0;5.897129831817244;3;0.0;5.434504126544015;2;0.9741393847060487;0.004622583324093331;4;0.9741393847060487;-0.004622583324093331;4;13.052183038705044;20.82011582710969;27.863103440649923;35.117469391004676;43.07147464691016;52.15122620271037;62.842672279823255;75.79764765125637;92.01032551400654;113.21838716886113;143.06777198196875;191.95927157652613;329.13312754138525;257.00148714925;183.08927317171805;157.75220379196077;147.7379382489794;144.95363399301544;146.46166111354546;150.96175414318586;157.8102481436655
15.549399422550518;575.5926823966389;-399.6803897634229;95.27053044344832;-58.37271396118427;-1.7650893434939352;122.32687016052954;0;0.0;60.45288564725347;1;0.0;56.26068179948642;4;0.9306282825512703;0.008006098747783692;4;0.9306282825512703;-0.008006098747783692;4;13.35566374175879;22.121738463001932;30.38274338455116;38.85012998364622;47.80508576658905;57.44614063492917;67.98578837304107;79.72292650907931;93.15861169745642;109.26422715451673;130.28333719251933;163.1500809492219;255.95172081049807;300.1531907880133;222.03784641755374;179.47463094959545;155.27079929355332;142.3632285444897;137.24731968271405;137.9791012378265;143.39522912268086
17.6066871755415;-19.21319294535912;-2.9502954210216976;29.210098179192908;-1846.3802521566586;-593.0304598552308;1095642.69831159;0;0.0;2439.6905306661156;1;0.0;1252.8045472413219;4;0.9236350956954174;0.08964417216131143;4;0.9236350956954174;-0.08964417216131143;4;10.957241673577254;18.010190078870984;24.660124348310845;31.580241703427472;39.098371271413995;47.498266029407596;57.11431518028198;68.4139089165577;82.13172064177486;99.5629212905127;123.36454252386979;160.59013677840267;249.19806114769318;232.73734483305319;191.57842312077602;170.07859977827925;156.85057293993623;148.18983385200593;142.4145949116636;138.62385173626603;136.28221331307597
16.97730358956868;28.852648032770695;98.5299449231048;-151.55680564447658;11.708791836008995;0.3692944490271032;2.1575499168442773;1;0.0;11.875754727488532;3;0.0;11.507256629079103;2;0.9697953292813785;0.002053376113581609;4;0.9697953292813785;-0.002053376113581609;4;16.78496824388258;26.117238461769787;34.02118907727059;41.66400449679964;49.58873876184077;58.2173209894248;67.99234034560216;79.477135462831;93.50262809201865;111.4863009462797;136.3385570797818;176.15721494722874;282.39641568099694;257.91892308986155;190.1037948536192;164.3681512673939;153.02278374514032;148.6550279366004;148.46162058182287;151.17386014354472;156.1558154522299
